pygame 2.1.0 (SDL 2.0.16, Python 3.8.0)
Hello from the pygame community. https://www.pygame.org/contribute.html
Successfully set seed to 2
MultiAttentionNetwork(
  (features): Sequential(
    (0): Conv2d(4, 32, kernel_size=(8, 8), stride=(4, 4))
    (1): ReLU()
    (2): Conv2d(32, 64, kernel_size=(4, 4), stride=(2, 2))
    (3): ReLU()
    (4): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1))
    (5): ReLU()
  )
  (attention): NONLocalBlock2D(
    (g): Conv2d(64, 32, kernel_size=(1, 1), stride=(1, 1))
    (W): Conv2d(32, 64, kernel_size=(1, 1), stride=(1, 1))
    (theta): Conv2d(64, 32, kernel_size=(1, 1), stride=(1, 1))
    (phi): Conv2d(64, 32, kernel_size=(1, 1), stride=(1, 1))
  )
  (advantage): Sequential(
    (0): Linear(in_features=68224, out_features=512, bias=True)
    (1): ReLU()
    (2): Linear(in_features=512, out_features=5, bias=True)
  )
  (value): Sequential(
    (0): Linear(in_features=68224, out_features=512, bias=True)
    (1): ReLU()
    (2): Linear(in_features=512, out_features=1, bias=True)
  )
  (output): None
  (ego_embedding): Sequential(
    (0): Linear(in_features=7, out_features=64, bias=True)
    (1): ReLU()
    (2): Linear(in_features=64, out_features=64, bias=True)
    (3): ReLU()
  )
  (others_embedding): Sequential(
    (0): Linear(in_features=7, out_features=64, bias=True)
    (1): ReLU()
    (2): Linear(in_features=64, out_features=64, bias=True)
    (3): ReLU()
  )
  (attention_layer): EgoAttetion(
    (value_all): Linear(in_features=64, out_features=64, bias=False)
    (key_all): Linear(in_features=64, out_features=64, bias=False)
    (query_ego): Linear(in_features=64, out_features=64, bias=False)
    (attention_combine): Linear(in_features=64, out_features=64, bias=False)
  )
  (decoder): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): ReLU()
    (2): Linear(in_features=64, out_features=64, bias=True)
    (3): ReLU()
  )
)
./agent.py:220: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at  /opt/conda/conda-bld/pytorch_1646755903507/work/torch/csrc/utils/tensor_new.cpp:210.)
  return (torch.tensor([state['kinematics']], dtype=torch.float), state_image)
Ep: 0 | Ep_r: 6.77 | t_so_far: {8} | epsilon: 0.101 max: 6.7666666666666675
Ep: 1 | Ep_r: 13.19 | t_so_far: {58} | epsilon: 0.108 max: 13.186666666666671
Ep: 2 | Ep_r: 14.58 | t_so_far: {84} | epsilon: 0.112 max: 14.582666666666672
Ep: 3 | Ep_r: 14.69 | t_so_far: {101} | epsilon: 0.114 max: 14.692800000000005
Ep: 4 | Ep_r: 16.49 | t_so_far: {128} | epsilon: 0.118 max: 16.494240000000005
Ep: 5 | Ep_r: 19.2 | t_so_far: {164} | epsilon: 0.123 max: 19.195392000000005
Ep: 6 | Ep_r: 16.8 | t_so_far: {173} | epsilon: 0.124 max: 19.195392000000005
Ep: 7 | Ep_r: 13.87 | t_so_far: {176} | epsilon: 0.125 max: 19.195392000000005
Ep: 8 | Ep_r: 19.31 | t_so_far: {226} | epsilon: 0.132 max: 19.30964070400001
Ep: 9 | Ep_r: 17.42 | t_so_far: {238} | epsilon: 0.133 max: 19.30964070400001
Ep: 10 | Ep_r: 19.19 | t_so_far: {270} | epsilon: 0.138 max: 19.30964070400001
Ep: 11 | Ep_r: 15.95 | t_so_far: {274} | epsilon: 0.138 max: 19.30964070400001
Ep: 12 | Ep_r: 13.55 | t_so_far: {279} | epsilon: 0.139 max: 19.30964070400001
Ep: 13 | Ep_r: 11.86 | t_so_far: {286} | epsilon: 0.14 max: 19.30964070400001
Ep: 14 | Ep_r: 11.66 | t_so_far: {299} | epsilon: 0.142 max: 19.30964070400001
Ep: 15 | Ep_r: 13.66 | t_so_far: {326} | epsilon: 0.146 max: 19.30964070400001
Ep: 16 | Ep_r: 12.32 | t_so_far: {335} | epsilon: 0.147 max: 19.30964070400001
Ep: 17 | Ep_r: 19.01 | t_so_far: {385} | epsilon: 0.154 max: 19.30964070400001
Ep: 18 | Ep_r: 16.16 | t_so_far: {391} | epsilon: 0.154 max: 19.30964070400001
Ep: 19 | Ep_r: 17.89 | t_so_far: {418} | epsilon: 0.158 max: 19.30964070400001
Ep: 20 | Ep_r: 14.97 | t_so_far: {422} | epsilon: 0.159 max: 19.30964070400001
Ep: 21 | Ep_r: 13.57 | t_so_far: {431} | epsilon: 0.16 max: 19.30964070400001
Ep: 22 | Ep_r: 15.49 | t_so_far: {458} | epsilon: 0.163 max: 19.30964070400001
Ep: 23 | Ep_r: 20.25 | t_so_far: {508} | epsilon: 0.17 max: 20.24804890587948
Ep: 24 | Ep_r: 18.51 | t_so_far: {522} | epsilon: 0.172 max: 20.24804890587948
Ep: 25 | Ep_r: 15.24 | t_so_far: {525} | epsilon: 0.172 max: 20.24804890587948
Ep: 26 | Ep_r: 12.65 | t_so_far: {528} | epsilon: 0.173 max: 20.24804890587948
Ep: 27 | Ep_r: 13.01 | t_so_far: {546} | epsilon: 0.175 max: 20.24804890587948
Ep: 28 | Ep_r: 13.06 | t_so_far: {561} | epsilon: 0.177 max: 20.24804890587948
Ep: 29 | Ep_r: 11.09 | t_so_far: {565} | epsilon: 0.178 max: 20.24804890587948
Ep: 30 | Ep_r: 10.28 | t_so_far: {573} | epsilon: 0.179 max: 20.24804890587948
Ep: 31 | Ep_r: 16.25 | t_so_far: {623} | epsilon: 0.185 max: 20.24804890587948
Ep: 32 | Ep_r: 14.31 | t_so_far: {631} | epsilon: 0.186 max: 20.24804890587948
Ep: 33 | Ep_r: 13.72 | t_so_far: {645} | epsilon: 0.188 max: 20.24804890587948
Ep: 34 | Ep_r: 12.23 | t_so_far: {653} | epsilon: 0.189 max: 20.24804890587948
Ep: 35 | Ep_r: 17.73 | t_so_far: {700} | epsilon: 0.195 max: 20.24804890587948
Ep: 36 | Ep_r: 16.32 | t_so_far: {713} | epsilon: 0.197 max: 20.24804890587948
Ep: 37 | Ep_r: 17.7 | t_so_far: {740} | epsilon: 0.2 max: 20.24804890587948
Ep: 38 | Ep_r: 17.56 | t_so_far: {760} | epsilon: 0.203 max: 20.24804890587948
Ep: 39 | Ep_r: 14.64 | t_so_far: {764} | epsilon: 0.203 max: 20.24804890587948
Ep: 40 | Ep_r: 12.34 | t_so_far: {768} | epsilon: 0.204 max: 20.24804890587948
Ep: 41 | Ep_r: 13.79 | t_so_far: {791} | epsilon: 0.207 max: 20.24804890587948
Ep: 42 | Ep_r: 13.78 | t_so_far: {807} | epsilon: 0.209 max: 20.24804890587948
Ep: 43 | Ep_r: 17.51 | t_so_far: {845} | epsilon: 0.214 max: 20.24804890587948
Ep: 44 | Ep_r: 22.37 | t_so_far: {895} | epsilon: 0.22 max: 22.36568726145684
Ep: 45 | Ep_r: 22.5 | t_so_far: {920} | epsilon: 0.223 max: 22.499216475832142
Ep: 46 | Ep_r: 18.25 | t_so_far: {922} | epsilon: 0.223 max: 22.499216475832142
Ep: 47 | Ep_r: 18.22 | t_so_far: {944} | epsilon: 0.226 max: 22.499216475832142
Ep: 48 | Ep_r: 15.02 | t_so_far: {947} | epsilon: 0.226 max: 22.499216475832142
Ep: 49 | Ep_r: 15.01 | t_so_far: {964} | epsilon: 0.228 max: 22.499216475832142
Ep: 50 | Ep_r: 12.61 | t_so_far: {968} | epsilon: 0.229 max: 22.499216475832142
Ep: 51 | Ep_r: 11.02 | t_so_far: {974} | epsilon: 0.23 max: 22.499216475832142
Ep: 52 | Ep_r: 11.23 | t_so_far: {987} | epsilon: 0.231 max: 22.499216475832142
Ep: 53 | Ep_r: 10.9 | t_so_far: {998} | epsilon: 0.233 max: 22.499216475832142
Ep: 54 | Ep_r: 12.89 | t_so_far: {1024} | epsilon: 0.236 max: 22.499216475832142
Ep: 55 | Ep_r: 13.78 | t_so_far: {1045} | epsilon: 0.238 max: 22.499216475832142
Ep: 56 | Ep_r: 12.03 | t_so_far: {1051} | epsilon: 0.239 max: 22.499216475832142
Ep: 57 | Ep_r: 15.87 | t_so_far: {1089} | epsilon: 0.244 max: 22.499216475832142
Ep: 58 | Ep_r: 14.42 | t_so_far: {1099} | epsilon: 0.245 max: 22.499216475832142
Ep: 59 | Ep_r: 14.88 | t_so_far: {1118} | epsilon: 0.247 max: 22.499216475832142
Ep: 60 | Ep_r: 14.79 | t_so_far: {1136} | epsilon: 0.249 max: 22.499216475832142
Ep: 61 | Ep_r: 16.93 | t_so_far: {1164} | epsilon: 0.253 max: 22.499216475832142
Ep: 62 | Ep_r: 17.49 | t_so_far: {1187} | epsilon: 0.255 max: 22.499216475832142
Ep: 63 | Ep_r: 15.76 | t_so_far: {1197} | epsilon: 0.257 max: 22.499216475832142
Ep: 64 | Ep_r: 16.28 | t_so_far: {1219} | epsilon: 0.259 max: 22.499216475832142
Ep: 65 | Ep_r: 18.57 | t_so_far: {1253} | epsilon: 0.263 max: 22.499216475832142
Ep: 66 | Ep_r: 21.38 | t_so_far: {1292} | epsilon: 0.268 max: 22.499216475832142
Ep: 67 | Ep_r: 18.33 | t_so_far: {1299} | epsilon: 0.269 max: 22.499216475832142
Ep: 68 | Ep_r: 16.88 | t_so_far: {1312} | epsilon: 0.27 max: 22.499216475832142
Ep: 69 | Ep_r: 14.1 | t_so_far: {1316} | epsilon: 0.271 max: 22.499216475832142
Ep: 70 | Ep_r: 12.39 | t_so_far: {1323} | epsilon: 0.271 max: 22.499216475832142
Ep: 71 | Ep_r: 11.91 | t_so_far: {1334} | epsilon: 0.273 max: 22.499216475832142
Ep: 72 | Ep_r: 11.15 | t_so_far: {1344} | epsilon: 0.274 max: 22.499216475832142
Ep: 73 | Ep_r: 16.92 | t_so_far: {1394} | epsilon: 0.28 max: 22.499216475832142
Ep: 74 | Ep_r: 16.84 | t_so_far: {1413} | epsilon: 0.282 max: 22.499216475832142
Ep: 75 | Ep_r: 16.39 | t_so_far: {1431} | epsilon: 0.284 max: 22.499216475832142
Ep: 76 | Ep_r: 21.37 | t_so_far: {1481} | epsilon: 0.29 max: 22.499216475832142
Ep: 77 | Ep_r: 25.12 | t_so_far: {1531} | epsilon: 0.295 max: 25.123005732065636
Ep: 78 | Ep_r: 27.52 | t_so_far: {1581} | epsilon: 0.301 max: 27.518404585652505
Ep: 79 | Ep_r: 22.79 | t_so_far: {1586} | epsilon: 0.301 max: 27.518404585652505
Ep: 80 | Ep_r: 25.72 | t_so_far: {1636} | epsilon: 0.307 max: 27.518404585652505
Ep: 81 | Ep_r: 29.05 | t_so_far: {1686} | epsilon: 0.312 max: 29.05368981452076
Ep: 82 | Ep_r: 31.6 | t_so_far: {1734} | epsilon: 0.318 max: 31.60295185161661
Ep: 83 | Ep_r: 32.86 | t_so_far: {1784} | epsilon: 0.323 max: 32.86236148129329
Ep: 84 | Ep_r: 35.07 | t_so_far: {1834} | epsilon: 0.329 max: 35.06988918503464
Ep: 85 | Ep_r: 35.73 | t_so_far: {1884} | epsilon: 0.334 max: 35.72924468136105
Ep: 86 | Ep_r: 36.35 | t_so_far: {1934} | epsilon: 0.339 max: 36.350062411755516
Ep: 87 | Ep_r: 37.12 | t_so_far: {1984} | epsilon: 0.344 max: 37.120049929404416
Ep: 88 | Ep_r: 31.96 | t_so_far: {1997} | epsilon: 0.346 max: 37.120049929404416
Ep: 89 | Ep_r: 33.82 | t_so_far: {2047} | epsilon: 0.351 max: 37.120049929404416
